eval_name,CourseLevel,did,cid,question_type,question,label,value,value_5pt_adjusted,eval_sort_order,l_name,f_name,answer_text,Student,StudentFirst,StudentLast,OSCE Flags,eval_end_date,Yr,Block,ProcPercent,EPA_Tag,EPA_Abbrev,EPA Committee
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Fleur reflected deeply on the patients she saw, and enjoyed discussing all aspects of their care.  She sought out new topics to read about every day, and actually requested feedback on what she could do better/differently on several occasions.  I watched her incorporate suggestions made to her.  She thinks a lot about what changes need to be made in health care and I believe she will be a leader in that regard in the coming years.","Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Fleur very quickly formed positive relationships with team members in the office and worked with them to do whatever needed to be done each day.  She maintained a calm and cheerful dispositions even on harried days.  I witnessed one nurse raving to Fleur about how much she learned from Fleur' Primary Care talk, and two other nurses telling her that she would be sorely missed when her rotation ended.","Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,1,History and Physical,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Confidential Areas for Improvement:

Please comment on areas where this student's performance needs to improve prior to graduation. these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<b>",,,,,Summary,Evaluation,Continue to broaden your knowledge in the areas of infectious disease and antibiotic treatment.,"Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<font size=‰ÛÏ3‰Û><b>Summary Comments:<b> Please add summative, additional comments in any area beyond those provided above.  Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.<br><br>",,,,,Summary,Evaluation,"Harry was a dedicated student throughout his primary care presentation. His history and physical, professionalism, and management skills were at an aspirational level.  He developed a thorough understanding of multiple core primary care disease and treatments including Type II diabetes, essential hypertension, depression, anxiety, asthma, and COPD. For the first time in 10 years as a student preceptor, I received a letter from a complex geriatric patient inquiring and requesting that a medical student (Harry) whom they interacted with consider practicing in the area upon his graduation. That speaks more than highly of his professionalism and abilities to interact with complex patients. Harry will be an asset to any residency program, as he demonstrates the balance of medical knowledge and professionalism needed in the field of medicine.


FM cases summary statement review
Harry did a good job and made progress in recognizing and accurately communicating most of the key findings in cases.    To get even better, work on consistency in organizational layout (history ahead always of exam findings), and aim to communicate three things: epi (risk factors, exposures, psychosocial context), timing, H&P findings.    The goal of the summary statement is to consolidate key words and concepts into a compact and predictably structure. This cognitive exercise will allow you, as well as others listening to you on rounds, to be triggered by these key words and quickly generate as well as narrow down potential differentials and plans.","Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"It was truly inspirational to watch Fleur do motivational interviewing with an elderly woman with reactive depression due to the loss of her husband.  Fleur was able to introduce the concepts of mindfulness, meditation and possibly yoga to this woman, and to generate in the patient a true excitement about this approach to her sadness.  I am sure that she changed the patient's outlook on life that day.  She left smiling and very grateful for the time that Fleur spent with her.  Fleur also had a big impact on the aforementioned patient with complicated mental health needs, who was quite worked up and difficult to direct the day that Fleur spoke with her.  That patient also left the office saying that she had truly appreciated Fleur' concern and advice that day, and that she would try to make changes in her life.","Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<font size=""3""><b>Confidential Areas for Improvement:<b><br><br></font>Please comment on areas where this student's performance needs to improve prior to graduation.  these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<br><br>",,,,,Summary,Evaluation,see question 28,"Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<font size=‰ÛÏ3‰Û><b>Summary Comments:<b> Please add summative, additional comments in any area beyond those provided above.  Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.<br><br>",,,,,Summary,Evaluation,"Fleur is a very mature medical student with a deep concern/interest in learning not only what she needs to know to be a good doctor, but about broader issues such as access to healthcare and variations in quality of care.  She has an excellent knowledge base and tremendous understanding of human nature.

Case summary statement review (FM cases)
Fleur did a very good job on the case summary statements. She was generally organized, and made progress identifying most of the key elements in the cases, and communicating in a concise fashion. The goal of these summary statements is to package together key concepts in a very compact and predictably structure. The cognitive processing involved will allow yourself as well as others (on rounds/reading your notes) to be triggered to generate and narrow down differential diagnoses.

","Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Confidential Areas for Improvement:

Please comment on areas where this student's performance needs to improve prior to graduation. these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<b>",,,,,Summary,Evaluation,Fleur will benefit from ongoing exposure to a wide variety of clinical scenarios so she can continue to enhance her knowledge base and clinical skills.,"Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Harry consistently and independently provided follow-up and feedback about complex medical cases discussed in the office.,"Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<font size=""3""><b>Confidential Areas for Improvement:<b><br><br></font>Please comment on areas where this student's performance needs to improve prior to graduation.  these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<br><br>",,,,,Summary,Evaluation,same as question 28,"Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Ron continued to read, learn and grow his fund of knowledge during the rotation.","Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Presentation skills</b>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,6,Oral Presentation,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Ron was extremely professional and courteous. The staff enjoyed working with him. He worked as part of the team.,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Ron put patients at ease immediately, and they felt comfortable discussing complex psycho-social issues, such as alcohol use, depression and anxiety, with him. Multiple patients commented on the fact that Ron was ""a good one"", and ""easy to talk to"".","Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Ron was able to propose appropriate diagnosis and therapeutic plans, based on his list of differential diagnoses. He was well versed with preventative care recommendations, and was able to discuss those with patients, with ease.","Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Ron was able to present complicated patient histories in a comprehensive and concise manner. He was able to discuss and present complex psycho-social information with ease and accuracy.,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Colin evolved and grew through his month here in regards to history taking skills.  He learned to limit his fam hx/soc hx etc to the relevant portions and he did very thorough problem focused histories.  He also learned to broaden his differential and ask questions to help rule in or rule out those diagnoses.,"Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>History Taking Skills<b>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,1,History and Physical,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Colin would consistently review things we had seen during the day and on a few occasions we actually had him research something and come back with it. From a personal learning standpoint, there was a particular moment his last week that impressed me. We had been working on knee exams  and he saw a patient where knee pain was only part of several complaints.  Colin had taken a history, done an exam made an assessment. We went back together, repeated the exam and asked a few more questions and made the diagnosis which was different than his assessment. Colin spontaneously (with no encouragement) said- ""I'm disappointed in my knee exam and history."" He went on to assess what he could have done differently in both exam and history. I was impressed at his immediate self assessment and evaluation.","Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,1,History and Physical,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Very appropriate.  I encouraged more practice and continue with hands on care.,"Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"By the end of this rotation, he was able to organize and manage multiple complex medical problems in one visit.","Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Clinical Reasoning-Differential Generation<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,1,History and Physical,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Colin's strengths at building differential diagnosis grew through this rotation. They were solid by the end of the month for the common presentations; and were growing for the more complex presentations.,"Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Colin had very well organized, accurate presentations of even very complex patients.  He learned to focus on the critical areas of information, and evolved over the course of his month to being able to present even very complex patients with no notes","Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Colin did very well with prevention skills ,and his background knowledge grew through this rotation for the management of the most common chronic medical problems.","Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Colin developed an easy rapport with patients who were appreciative of his time, care and attention.  He was always medically appropriate and thorough.","Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Colin was consistent and reliable and worked well with all members of the office team.  He asked for help when appropriate, and he remained calm and focused even with complex and challenging patients","Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Presentation skills</b>,Aspirational<br>,5,5,,Summary,Evaluation,,"Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,6,Oral Presentation,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Harry was able to manage complex patients presenting with multiple chronic medical conditions as well as generate plans addressing the social and psychological needs for patients with complex chronic disease.,"Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Harry's communication skills and ability to have discussions about complex medical issues with patients with complex social and psychological issues were at an aspirational level. I will quote a letter from a 90-year-old patient to demonstrate how well Harry was doing. ""At my last visit with Dr. N I had a young man come in before Dr. N. His exam was very good and mannerism was very concerned and professional. I just thought he should know that after his training we would like him to practice in this area.""","Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Harry was consistently able to generate plans of care for patients with complex medical issues. He was able to adjust to the limitations of subspecialty care and follow-up in a rural primary care setting and developed management skills that addressed multiple chronic medical problems at follow-up visits.","Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Presentation skills</b>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,6,Oral Presentation,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Harry demonstrated the fundamentals of presentations from formal history and physical presentations to short visit presentations.,"Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Harry developed the skills necessary to practice as part of the team in a rural primary care setting. He developed an understanding of the need to address complex medical issues with a focus on patients and their unique medical, social, and psychological needs.","Potter, Harry",Harry,Potter,1,1/26/18,2018,1,,G,General,"Barron, Beth"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Fleur saw many older patients with multiple complex medical problems and was able to address multiple intertwined medical problems in an efficient manner.  She has a very strong interest in analyzing the effects of one's circumstances on healthcare access and outcomes, and had several in depth discussions about that with me during our time together.","Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Fleur consistently obtained a focused and thorough history, and included relevant details about the patient's psychosocial and cultural issues. She has remarkable sensitivity to patient's situations and to the effects of their lifestyles on their medical diseases.","Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Fleur is able to complete an appropriate exam and identify key findings.  However, I am not aware of a situation in which she would have had to do a special maneuver to make a diagnosis.  She was very in tune with patient's emotions and was able to adjust her tone/approach to each person's needs.","Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Clinical Reasoning-Differential Generation<br><br>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,1,History and Physical,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Fleur took great interest in the most difficult cases that were seen during her month with me.  She had a daily list of subjects that she read up on.  She was very good at synthesizing information, coming up with a DDX and a plan.  She was able in one case, to recognize the need for a workup for hyperaldosteronism in a patient who had difficult to control HTN.  She also saw a very complicated patient with mental health issues and truly helped me to look at the patient and her treatment plan in a new light.","Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Confidential Areas for Improvement:

Please comment on areas where this student's performance needs to improve prior to graduation. these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<b>",,,,,Summary,Evaluation,Continue to finesse physical exam routines at the bedside.,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<font size=""3""><b>Confidential Areas for Improvement:<b><br><br></font>Please comment on areas where this student's performance needs to improve prior to graduation.  these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<br><br>",,,,,Summary,Evaluation,,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>History Taking Skills<b>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,1,History and Physical,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Ron's physical exam skills continued to grow during the rotation.,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Delacour, Fleur",Fleur,Delacour,,1/26/18,2018,1,,1,History and Physical,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<font size=‰ÛÏ3‰Û><b>Summary Comments:<b> Please add summative, additional comments in any area beyond those provided above.  Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.<br><br>",,,,,Summary,Evaluation,"Colin is a strong student- he works hard, he has a calm and easy manner with patients, he has an excellent ability to self assess and he showed significant growth over his month here.  His history and examination skills are very good and continue to grow.  His assessment skills are good and will continue to grow with experience and reading. 

FM case summary review
Colin did a very good job with the med U case summary statements.  He is pretty organized with the formatting, and made progress identifying all key elements in the cases.    As you know, the goal of these summary statements is to package together key concepts in a very compact and predictably structure. The cognitive processing involved will allow yourself as well as others (on rounds/reading your notes) to be triggered to generate and narrow down differential diagnoses.","Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,1,History and Physical,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>History Taking Skills<b>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,1,History and Physical,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Ron was knowledgeable about preventative care guidelines. He continued to read about common outpatient presentations, and his fund of knowledge grew during the rotation.","Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Multiple Choice,<b>Clinical Reasoning-Differential Generation<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,1,History and Physical,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Ron was able to compose an appropriate list of possible differential diagnoses, and the appropriate work up. He was able to manage complex histories, and prioritize the data collected to determine the best next steps.","Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Confidential Areas for Improvement:

Please comment on areas where this student's performance needs to improve prior to graduation. these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<b>",,,,,Summary,Evaluation,"We discussed starting with a broad differential and then asking the questions necessary to narrow the differential down to narrow in on a diagnosis.   We discussed continuing to build background knowledge on management--specifically using AAFP articles for each diagnosis as they provide straightforward evaluation and treatment information. We discussed working on being aggressive enough with physical exam, esp when it is an exam that is uncomfortable, to find the appropriate physical findings, and that it is possible to do that respectfully.","Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<font size=""3""><b>Confidential Areas for Improvement:<b><br><br></font>Please comment on areas where this student's performance needs to improve prior to graduation.  these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<br><br>",,,,,Summary,Evaluation,,"Creevey, Colin",Colin,Creevey,1,1/26/18,2018,1,,G,General,"Ryan, Mike"
SPE- CB 2017,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Ron took extremely comprehensive and focused histories, he rarely missed any important details. Multiple patients commented on how thorough he was, and one even stated ""I wish I could have him narrate my life, because he got every single detail"".","Weasley, Ron",Ron,Weasley,1,1/26/18,2018,1,,G,General,"Brown, David"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Cedric was an enthusiastic learner and active participant in educational discussions who asked insightful clinical questions and consulted the literature. He engaged in independent reading as appropriate to share information with others.,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Cedric was a respectful and collaborative team member who worked well in conjunction with the residents and nursing staff to deliver comprehensive and effective patient care.,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Cedric is a confident and effective communicator. He has a patient and collaborative style which allows him to engage in reflective listening and establishing rapport with ease. Cedric continues to develop his motivational interviewing skills and skills utilizing an interpreter during this rotation.,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Presentation skills</b>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,6,Oral Presentation,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Cedric demonstrated a comprehensive and thoughtful approach to the interpretation of data, progressively  prioritizing clinical complaints and proposing expanded differential diagnosis as the rotation progressed.","Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Clinical Reasoning-Differential Generation<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,1,History and Physical,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Cedric was open to feedback at organizing and processing and synthesizing clinical information into oral presentations and notes. His presentations became more comprehensive and fluent as the rotation went on.  His notes also became more comprehensive with feedback.,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>History Taking Skills<b>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,1,History and Physical,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,1,History and Physical,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Cedric consistently obtained a comprehensive and relevant history with increasing organizational approach throughout the rotation. He appropriately used open ended questioning to fully appreciate the patient's perspective, and it was uncommon that the attending would need to clarify any of the major historical points.","Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<font size=""3""><b>Confidential Areas for Improvement:<b><br><br></font>Please comment on areas where this student's performance needs to improve prior to graduation.  these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<br><br>",,,,,Summary,Evaluation,,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
